run, type, Ident, FE, AvgE, S, U, W, HO_PE, PB, SA, Valence, Coulomb, VdW, VdW6, VdW12, Bond, Angle, Pdihed, Idihed, Tether, RunTime, WallTime, Converged, Crashed
vm2,host,MGO,485.245497651,323.990669825,161.254827826,242.997476481,-29.8929491169,110.886119831,-36.2421433157,6.3491941987,87.8235498388,151.384157523,3.7897691198,-106.69670824,110.48647736,4.212559273,9.5144249345,74.0965656313,0.0,0.0,379.15,379.48,yes,no
