run, type, Ident, FE, AvgE, S, U, W, HO_PE, PB, SA, Valence, Coulomb, VdW, VdW6, VdW12, Bond, Angle, Pdihed, Idihed, Tether, RunTime, WallTime, Converged, Crashed
vm2,protein,BRD4_p4a_tleap,-435.014543347,-192.254496908,-242.760046439,209.935501535,-523.724482714,121.617034654,-542.902953039,19.1784703248,591.256053296,-414.737949091,33.41739733,-664.14662499,697.56402232,18.0042377299,229.374660137,342.840431678,1.036723751,0.0,1224.62,1226.92,yes,no
